Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ns/call  ns/call  name    
  7.45     52.29    52.29                             ManipClass::findClosestVertex(ContainerClass&, PolygonClass*, SpaceClass&, int, int) (subroutines.cc:4235 @ 8056cf5)
  0.04    663.94     0.31                             SpaceClass::checkBoxOverlap(double**, int, bool*) (subroutines.cc:3246 @ 8053f8d)
  0.04    664.24     0.30                             ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4355 @ 80572ec)
  0.04    664.54     0.30                             checkLinePolygonIntersection(double**, double*, double (*) [3], bool*, bool*, bool*) (subroutines.cc:319 @ 8049e81)
  0.04    664.83     0.29                             ManipClass::findClosestVertex(ContainerClass&, PolygonClass*, SpaceClass&, int, int) (subroutines.cc:4218 @ 8056bd0)
  0.04    665.12     0.29                             ManipClass::setPolygonIntersection(ContainerClass&, PolygonClass*, SpaceClass&) (subroutines.cc:4722 @ 8058738)
  0.04    665.40     0.29                             ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3942 @ 8056052)
  0.04    665.69     0.29                             ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3887 @ 8055d7c)
  0.04    665.97     0.29                             ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3888 @ 8055d9a)
  0.04    666.25     0.28                             ManipClass::findClosestVertex(ContainerClass&, PolygonClass*, SpaceClass&, int, int) (subroutines.cc:4286 @ 805701b)
  0.04    666.53     0.28                             ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3921 @ 8055f51)
  0.04    666.81     0.28                             addArrayElement(int*&, int&, int&, int, int) (subroutines.cc:467 @ 804a91e)
  0.04    667.08     0.28                             ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3889 @ 8055db8)
  0.04    667.36     0.28                             PolygonClass::checkPolygonEdgePolygonIntersection(double**, int (*) [2], double*, double**, int, int) (subroutines.cc:793 @ 804b49b)
  0.04    667.62     0.27                             ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3936 @ 805604b)
  0.04    667.88     0.26                             ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4350 @ 8057242)
  0.04    668.14     0.26                             ManipClass::setPolygonIntersection(ContainerClass&, PolygonClass*, SpaceClass&) (subroutines.cc:4716 @ 80586df)
  0.04    668.40     0.26                             ManipClass::collectNicePolygons(ContainerClass&, PolygonClass*, SpaceClass&, double*, int, int*&, int&, int&, int, bool) (subroutines.cc:3637 @ 8055414)
  0.04    668.66     0.26                             ManipClass::setPolygonIntersection(ContainerClass&, PolygonClass*, SpaceClass&) (subroutines.cc:4732 @ 80587fb)
  0.04    668.92     0.26                             addArrayElement(int*&, int&, int&, int, int) (subroutines.cc:508 @ 804aac9)
  0.04    669.17     0.26                             ManipClass::findClosestVertex(ContainerClass&, PolygonClass*, SpaceClass&, int, int) (subroutines.cc:4219 @ 8056e82)
  0.04    669.42     0.25                             ManipClass::computePolygonNormals(ContainerClass&, PolygonClass*) (subroutines.cc:3363 @ 8054570)
  0.04    669.67     0.25                             VertexClass::computeMeanOutwardNormal(PolygonClass*, double*) (subroutines.cc:875 @ 804b792)
  0.04    669.92     0.25 24884574    10.05    10.05  BoxClass::~BoxClass() (subroutines.cc:661 @ 804af54)
  0.03    670.17     0.25                             ManipClass::findClosestVertex(ContainerClass&, PolygonClass*, SpaceClass&, int, int) (subroutines.cc:4219 @ 8056be3)
  0.03    670.41     0.24                             addArrayElement(int*&, int&, int&, int, int) (subroutines.cc:499 @ 804aa95)
  0.03    670.65     0.24                             ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4456 @ 805789e)
  0.03    670.89     0.24                             ManipClass::findClosestVertex(ContainerClass&, PolygonClass*, SpaceClass&, int, int) (subroutines.cc:4199 @ 8056b15)
  0.03    671.12     0.24 28379695     8.28     8.28  biggest(double*, int&) (subroutines.cc:197 @ 8049cb4)
  0.03    671.36     0.24                             ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3913 @ 8055ee2)
  0.03    671.59     0.23                             ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4384 @ 80573ec)
  0.03    671.82     0.23                             ManipClass::collectNicePolygons(ContainerClass&, PolygonClass*, SpaceClass&, double*, int, int*&, int&, int&, int, bool) (subroutines.cc:3636 @ 8055403)
  0.03    672.05     0.23                             ManipClass::setPolygonIntersection(ContainerClass&, PolygonClass*, SpaceClass&) (subroutines.cc:4703 @ 8058663)
  0.03    672.28     0.23                             ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3981 @ 8056258)
  0.03    672.51     0.23                             SpaceClass::init() (subroutines.cc:2770 @ 80527a9)
  0.03    672.74     0.23                             ObjectClass::computeEdgeAngleForceEnergy(PolygonClass*) (subroutines.cc:2023 @ 804f7ae)
  0.03    672.97     0.23                             EdgeClass::computeAngleForceEnergy(PolygonClass*) (subroutines.cc:1149 @ 804c614)
  0.03    673.19     0.22                             ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3943 @ 805606a)
  0.03    673.41     0.22                             ManipClass::setPolygonIntersection(ContainerClass&, PolygonClass*, SpaceClass&) (subroutines.cc:4707 @ 8058683)
  0.03    673.63     0.22                             SpaceClass::init() (subroutines.cc:2756 @ 805278b)
  0.03    673.85     0.22                             ObjectClass::findNeighborhoodVertices() (subroutines.cc:1565 @ 804dd9d)
  0.03    674.07     0.22                             VertexClass::computeMeanOutwardNormal(PolygonClass*, double*) (subroutines.cc:871 @ 804b779)
  0.03    674.28     0.21                             SpaceClass::computeBoxesToCheck(double**, int*&, int&) (subroutines.cc:2924 @ 8052f9d)
  0.03    674.48     0.21                             biggest(double*, int&) (subroutines.cc:226 @ 8049d22)
  0.03    674.69     0.21                             ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4415 @ 80575a9)
  0.03    674.89     0.20                             ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:4023 @ 8056525)
  0.03    675.09     0.20                             checkLinePolygonIntersection(double**, double*, double (*) [3], bool*, bool*, bool*) (subroutines.cc:443 @ 804a873)
  0.03    675.29     0.20                             SpaceClass::computeBoxesToCheck(double**, int*&, int&) (subroutines.cc:2940 @ 8053099)
  0.03    675.49     0.20                             SpaceClass::init() (subroutines.cc:2770 @ 805287c)
  0.03    675.69     0.20                             ObjectClass::buildEdges(PolygonClass*, int, int*) (subroutines.cc:1956 @ 804f38d)
  0.03    675.88     0.20                             ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4416 @ 80575b7)
  0.03    676.08     0.20                             EdgeClass::computeAngleForceEnergy(PolygonClass*) (subroutines.cc:1188 @ 804c91c)
  0.03    676.27     0.20                             ManipClass::findClosestVertex(ContainerClass&, PolygonClass*, SpaceClass&, int, int) (subroutines.cc:4220 @ 8056bf7)
  0.03    676.46     0.19                             threeValueSort(double*, double*, double*) (subroutines.cc:244 @ 8049d56)
  0.03    676.65     0.19                             ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3945 @ 8056089)
  0.03    676.84     0.19                             ManipClass::findClosestVertex(ContainerClass&, PolygonClass*, SpaceClass&, int, int) (subroutines.cc:4216 @ 8056b9e)
  0.03    677.03     0.19                             ManipClass::findClosestVertex(ContainerClass&, PolygonClass*, SpaceClass&, int, int) (subroutines.cc:4217 @ 8056e8c)
  0.03    677.22     0.19                             ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3956 @ 8056116)
  0.03    677.41     0.19                             ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3986 @ 80562e4)
  0.03    677.60     0.19                             ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3998 @ 80563f1)
  0.03    677.79     0.19                             ObjectClass::buildEdges(PolygonClass*, int, int*) (subroutines.cc:1909 @ 804f149)
  0.03    677.98     0.19                             EdgeClass::computeAngleForceEnergy(PolygonClass*) (subroutines.cc:1190 @ 804c966)
  0.03    678.17     0.19                             main (mesh_manip.cc:109 @ 8058d85)
  0.03    678.36     0.19                             ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4414 @ 805759e)
  0.03    678.54     0.18                             ManipClass::findClosestVertex(ContainerClass&, PolygonClass*, SpaceClass&, int, int) (subroutines.cc:4251 @ 8056e20)
  0.03    678.72     0.18                             SpaceClass::init() (subroutines.cc:2756 @ 80525c3)
  0.02    678.89     0.18                             addArrayElement(int*&, int&, int&, int, int) (subroutines.cc:469 @ 804a928)
  0.02    679.07     0.18                             addArrayElement(int*&, int&, int&, int, int) (subroutines.cc:484 @ 804a9f0)
  0.02    679.24     0.18                             ManipClass::setPolygonIntersection(ContainerClass&, PolygonClass*, SpaceClass&) (subroutines.cc:4785 @ 8058a8d)
  0.02    679.41     0.17                             ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:3893 @ 8055df1)
  0.02    679.58     0.17                             SpaceClass::computeBoxesToCheck(double**, int*&, int&) (subroutines.cc:2925 @ 8052faa)
  0.02    679.75     0.17                             ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4399 @ 8057496)
  0.02    679.92     0.17                             ManipClass::findNice(ContainerClass&, PolygonClass*, SpaceClass&) (subroutines.cc:3410 @ 80546ad)
  0.02    680.09     0.17                             ObjectClass::computeEdgeLengths() (subroutines.cc:1700 @ 804e47a)
  0.02    680.26     0.17                             checkLinePolygonIntersection(double**, double*, double (*) [3], bool*, bool*, bool*) (subroutines.cc:321 @ 8049e8d)
  0.02    680.42     0.17                             ManipClass::collectNicePolygons(ContainerClass&, PolygonClass*, SpaceClass&, double*, int, int*&, int&, int&, int, bool) (subroutines.cc:3650 @ 8055570)
  0.02    680.58     0.16                             ObjectClass::computeNewEdgeLengths() (subroutines.cc:1767 @ 804e954)
  0.02    680.74     0.16                             ManipClass::findClosestVertex(ContainerClass&, PolygonClass*, SpaceClass&, int, int) (subroutines.cc:4147 @ 8056869)
  0.02    680.90     0.16                             SpaceClass::boundWorld(ContainerClass&, int) (subroutines.cc:2842 @ 8052b4d)
  0.02    681.06     0.16                             ManipClass::findClosestVertex(ContainerClass&, PolygonClass*, SpaceClass&, int, int) (subroutines.cc:4198 @ 8056ac6)
  0.02    681.21     0.16                             SpaceClass::recordPolygon(int*, int, int) (subroutines.cc:3194 @ 8053d48)
  0.02    681.36     0.15                             checkLinePolygonIntersection(double**, double*, double (*) [3], bool*, bool*, bool*) (subroutines.cc:342 @ 804a010)
  0.02    681.51     0.15                             ManipClass::setPolygonIntersection(ContainerClass&, PolygonClass*, SpaceClass&) (subroutines.cc:4721 @ 80587ea)
  0.02    681.66     0.15                             ManipClass::setPolygonIntersection(ContainerClass&, PolygonClass*, SpaceClass&) (subroutines.cc:4707 @ 8058ab9)
  0.02    681.81     0.15                             SpaceClass::computeBoxesToCheck(double**, int*&, int&) (subroutines.cc:2959 @ 80532dc)
  0.02    681.96     0.15                             ObjectClass::computeNewEdgeLengths() (subroutines.cc:1747 @ 804e80f)
  0.02    682.11     0.15                             PolygonClass::checkPolygonEdgePolygonIntersection(double**, int (*) [2], double*, double**, int, int) (subroutines.cc:811 @ 804b5e7)
